订单号,设备ID,应付金额,实际金额,商品,支付时间,地点,状态,提现
DD2017081321264514250A92C0B90,E43A6E078A06874,6,6,红牛,2017/8/6 17:08,E,已出货未退款,已提现
DD201708167493815723299419709,E43A6E078A06874,2.5,2.5,70g乖媳妇野山泡椒凤爪,2017/8/6 17:20,E,已出货未退款,已提现
DD2017071414510045E718BDC90E5,E43A6E078A06874,4.5,4.5,营养快线,2017/8/6 17:20,E,已出货未退款,已提现
DD20170818213612143670D6E959E,E43A6E078A04172,3,3,统一绿茶,2017/8/6 17:21,A,已出货未退款,已提现
DD20170816042542151603C09C8DC,E43A6E078A04228,5,5,脉动,2017/8/6 17:23,C,已出货未退款,已提现
DD2017082200053332A1C41603469,E43A6E078A04228,3,3,雪碧最新款,2017/8/6 17:28,C,已出货未退款,已提现
DD201708167493940712259698069,E43A6E078A04228,3.5,3.5,东鹏特饮,2017/8/6 17:31,C,已出货未退款,已提现
DD201708167493366213534690521,E43A6E078A07631,0.5,0.5,10g卫龙亲嘴烧香辣味,2017/8/6 17:31,D,已出货未退款,已提现
DD2017071506534451BD2545E9031,E43A6E078A06874,4.5,4.5,阿萨姆奶茶,2017/8/6 17:31,E,已出货未退款,已提现
DD2017082714464659A72828B6501,E43A6E078A06874,3,3,熊字饼,2017/8/6 17:34,E,已出货未退款,已提现
DD20170816749325777072921042,E43A6E078A04172,4.5,4.5,加多宝,2017/8/6 17:38,A,已出货未退款,已提现
DD201708167493936265806408111,E43A6E078A04172,4,4,王老吉（500ml）,2017/8/6 17:38,A,已出货未退款,已提现
DD201708167493151738622290771,E43A6E078A04134,5,5,500ml统一阿萨姆奶茶,2017/8/6 17:38,B,已出货未退款,已提现
DD201708167493938456925036217,E43A6E078A04134,2,2,鸭翅,2017/8/6 17:38,B,已出货未退款,已提现
DD201707150755014241E69296E58,E43A6E078A06874,4.5,4.5,王老吉（500ml）,2017/8/6 17:38,E,已出货未退款,已提现
DD201708167493943833333518271,E43A6E078A04134,4,4,阿萨姆煎茶奶绿,2017/8/6 17:59,B,已出货未退款,已提现
DD2017081674930377507923520156,E43A6E078A04134,5.5,5.5,统一来一桶香辣老坛酸菜牛肉面,2017/8/6 17:59,B,已出货未退款,已提现
DD20170714211821187343E6BFD94,E43A6E078A07631,4,4,东鹏特饮,2017/8/6 17:59,D,已出货未退款,已提现
DD201706191204525446A27775441,E43A6E078A04134,3,3,百事可乐500ml,2017/8/6 18:00,B,已出货未退款,已提现
DD201708167493533072517213013,E43A6E078A04228,6,6,80g四洲粟一烧烧烤味,2017/8/6 18:00,C,已出货未退款,已提现
DD201708167493473731819557656,E43A6E078A06874,12,12,330ml伊利畅意乳酸菌原味,2017/8/6 18:00,E,已出货未退款,已提现
DD201708167493792346493186941,E43A6E078A04172,7,7,145g果王迷你山楂包装,2017/8/6 18:01,A,已出货未退款,已提现
DD201707011431113187FEBB21F3C,E43A6E078A06874,3,3,芬达330ml,2017/8/6 18:01,E,已出货未退款,已提现
DD2017081621340556DBAAE389827,E43A6E078A04228,5,5,脉动,2017/8/6 18:02,C,已出货未退款,已提现
DD20170816195127571E52DF79B8D,E43A6E078A07631,2.5,2.5,伊利优酸乳,2017/8/6 18:03,D,已出货未退款,已提现
DD201708167493271704364238909,E43A6E078A04172,2,2,145ml旺仔牛奶盒装,2017/8/6 18:06,A,已出货未退款,已提现
DD2017081674930940043156098527,E43A6E078A04172,5.5,5.5,70g乐事薯片（原味）,2017/8/6 18:06,A,已出货未退款,已提现
DD201708167493944656289381413,E43A6E078A04172,0.1,0.1,小糖衣血糖仪,2017/8/6 18:06,A,已出货未退款,已提现
DD201708167493365564664345307,E43A6E078A04134,5,5,268ml雀巢咖啡丝滑拿铁,2017/8/6 18:06,B,已出货未退款,已提现
DD201708167493094209319759663,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017/8/6 18:06,B,已出货未退款,已提现
DD201708167493819012313377981,E43A6E078A04228,0.8,0.8,20g咪咪虾条马来西亚风味,2017/8/6 18:06,C,已出货未退款,已提现
DD201708167493162620695684555,E43A6E078A04228,6.5,6.5,250ml红牛,2017/8/6 18:06,C,已出货未退款,已提现
DD2017081674930182758918544179,E43A6E078A06874,,,180g统一满汉全席台式半筋半肉牛肉面,2017/8/6 18:06,E,已出货未退款,已提现
DD20170724131333795698ADFB0D5,E43A6E078A06874,4,4,王老吉（罐）,2017/8/6 18:06,E,已出货未退款,已提现
DD201708167493931027604412706,E43A6E078A04172,6,6,红牛,2017/8/6 18:13,A,已出货未退款,已提现
DD201708167493490807470036764,E43A6E078A04228,8,8,乐事薯片（黄瓜味）,2017/8/6 18:13,C,已出货未退款,已提现
DD201708167493205780378611077,E43A6E078A06874,5.8,5.8,205ml安慕希蓝莓味,2017/8/6 18:13,E,已出货未退款,已提现
DD201708167493142015130073525,E43A6E078A06874,0.8,0.8,20g咪咪虾条马来西亚风味,2017/8/6 18:13,E,已出货未退款,已提现
DD201708167493361569778571572,E43A6E078A06874,4,4,85g新麦潮北海道吐司,2017/8/6 18:13,E,已出货未退款,已提现
DD20170707231719698E8839E7B9F,E43A6E078A06874,4.5,4.5,营养快线,2017/8/6 18:13,E,已出货未退款,已提现
DD20170820120912557D2904EFB91,E43A6E078A06874,3.5,3.5,东鹏特饮,2017/8/6 18:15,E,已出货未退款,已提现
DD201708167493693000170605525,E43A6E078A04228,5.5,5.5,农夫果园,2017/8/6 18:24,C,已出货未退款,已提现
DD20170717094045993F765F4DAB1,E43A6E078A07631,3,3,熊字饼,2017/8/6 18:24,D,已出货未退款,已提现
DD201708167493907471671807279,E43A6E078A06874,1.5,1.5,12g劲仔小鱼麻辣味,2017/8/6 18:24,E,已出货未退款,已提现
DD2017070519161019EE81B285664,E43A6E078A07631,3,3,雪碧最新款,2017/8/6 18:25,D,已出货未退款,已提现
DD201708167493120143158469275,E43A6E078A06874,10,10,37.5g费列罗榛果威化巧克力3颗,2017/8/6 18:25,E,已出货未退款,已提现
DD201708167493902888766619093,E43A6E078A06874,4,4,450ml美汁源果粒橙,2017/8/6 18:25,E,已出货未退款,已提现
DD201708167493940727008951952,E43A6E078A04172,2.5,2.5,芬达330ml,2017/8/6 18:26,A,已出货未退款,已提现
DD20170715121557300E9DE998E94,E43A6E078A06874,4.5,4.5,王老吉（500ml）,2017/8/6 18:26,E,已出货未退款,已提现
DD201708241400024099BB3D42467,E43A6E078A04228,3,3,怡宝,2017/8/6 18:35,C,已出货未退款,已提现
DD20170816749393390644196174,E43A6E078A04172,3,3,统一冰红茶,2017/8/6 18:44,A,已出货未退款,已提现
DD201708167493940786822532946,E43A6E078A04228,4.5,4.5,尖叫,2017/8/6 18:44,C,已出货未退款,已提现
DD201708167493815772753269445,E43A6E078A06874,2.5,2.5,70g乖媳妇野山泡椒凤爪,2017/8/6 18:44,E,已出货未退款,已提现
DD2017071516103133EE40DC022C9,E43A6E078A06874,4.5,4.5,脉动,2017/8/6 18:44,E,已出货未退款,已提现
DD201708167493934712937929748,E43A6E078A04228,10,10,口味王槟榔（绿）,2017/8/6 18:45,C,已出货未退款,已提现
DD2017071516414088908FEB0ED06,E43A6E078A06874,4.5,4.5,脉动,2017/8/6 18:45,E,已出货未退款,已提现
DD20170816213655951374A2838EB,E43A6E078A07631,4,4,营养快线,2017/8/6 18:46,D,已出货未退款,已提现
DD2017082310421413349EA9152B9,E43A6E078A04228,4,4,果粒橙,2017/8/6 19:12,C,已出货未退款,已提现
DD20170823040015869FE93C7016C,E43A6E078A04228,4.5,4.5,阿萨姆奶茶,2017/8/6 19:16,C,已出货未退款,已提现
DD201708171527051518ABD891BA0,E43A6E078A04134,3,3,怡宝纯净水,2017/8/6 19:19,B,已出货未退款,已提现
DD201708242042451371697C91DDB,E43A6E078A04228,4.5,4.5,营养快线,2017/8/6 19:32,C,已出货未退款,已提现
DD2017082614393164E4EC6108BB1,E43A6E078A07631,6,6,雀巢咖啡,2017/8/6 19:38,D,已出货未退款,已提现
DD201708167493663899891819991,E43A6E078A04172,0.8,0.8,20g咪咪虾条马来西亚风味,2017/8/6 19:44,A,已出货未退款,已提现
DD201708167493287009915379419,E43A6E078A06874,6.5,6.5,430g泰奇八宝粥,2017/8/6 19:44,E,已出货未退款,已提现
DD2017071622225415E417F12C140,E43A6E078A06874,4.5,4.5,王老吉（500ml）,2017/8/6 19:44,E,已出货未退款,已提现
DD201708167493644823305897999,E43A6E078A04134,4.5,4.5,加多宝,2017/8/6 19:47,B,已出货未退款,已提现
DD201708167493257683197138686,E43A6E078A04228,6.5,6.5,430g泰奇八宝粥,2017/8/6 19:47,C,已出货未退款,已提现
DD201707172107332991CD47FFE17,E43A6E078A04228,3,3,冰糖雪梨,2017/8/6 19:47,C,已出货未退款,已提现
DD2017081821541975377887AF3E6,E43A6E078A06874,3,3,果粒橙,2017/8/6 20:19,E,已出货未退款,已提现
DD2017081410302745D79C1AD177D,E43A6E078A07631,3,3,果粒橙,2017/8/6 20:20,D,已出货未退款,已提现
DD2017080907484988897680DAA53,E43A6E078A06874,3.5,3.5,东鹏特饮,2017/8/6 20:22,E,已出货未退款,已提现
DD2017081821551673872E300E148,E43A6E078A04228,3.5,3.5,统一冰红茶,2017/8/6 20:30,C,已出货未退款,已提现
DD2017081016491893F279D20D191,E43A6E078A04228,1.5,1.5,香豆干,2017/8/6 20:36,C,已出货未退款,已提现
DD20170818215711322BB2C00823D,E43A6E078A07631,3,3,可口可乐最新款,2017/8/6 20:50,D,已出货未退款,已提现
DD2017081513390821ECA5EADF458,E43A6E078A04134,4,4,果粒橙,2017/8/6 20:59,B,已出货未退款,已提现
DD2017081417314690F056B30B7C7,E43A6E078A07631,2.5,2.5,伊利优酸乳,2017/8/6 21:01,D,已出货未退款,已提现
DD20170807224307390102DA06CF8,E43A6E078A07631,3,3,统一绿茶,2017/8/6 21:32,D,已出货未退款,已提现
DD2017082019365418DD769420ACD,E43A6E078A04228,4.5,4.5,脉动,2017/8/6 22:19,C,已出货未退款,已提现
DD2017082517271195AF25C00F75C,E43A6E078A06874,3,3,熊字饼,2017/8/6 22:43,E,已出货未退款,已提现
DD2017081821573423D580A752863,E43A6E078A04228,5,5,脉动,2017/8/6 23:05,C,已出货未退款,已提现
DD2017081610365697792C8010260,E43A6E078A04134,5,5,王老吉（500ml）,2017/8/7 2:00,B,已出货未退款,已提现
DD20170816132204272F3EB983AE0,E43A6E078A07631,3.5,3.5,东鹏特饮,2017/8/7 3:06,D,已出货未退款,已提现
DD2017081710203128C86DAC894CA,E43A6E078A04172,2,2,怡宝纯净水,2017/8/7 6:07,A,已出货未退款,已提现
DD2017081720311331918AFECA3AF,E43A6E078A04134,3.5,3.5,伊利纯牛奶,2017/8/7 8:33,B,已出货未退款,已提现
DD2017080415453516BF1017307F2,E43A6E078A04134,3,3,怡宝纯净水,2017/8/7 8:41,B,已出货未退款,已提现
DD201708211156046414C16DF32C0,E43A6E078A06874,3,3,雪碧（500ml）,2017/8/7 8:43,E,已出货未退款,已提现
DD201708182158385845011965D9F,E43A6E078A04228,1.5,1.5,小鱼仔,2017/8/7 8:46,C,已出货未退款,已提现
DD2017080717410655015392CC4A6,E43A6E078A04134,3,3,可口可乐330ml,2017/8/7 8:47,B,已出货未退款,已提现
DD201708167493327734686651495,E43A6E078A06874,5,5,85g统一老坛酸菜牛肉面,2017/8/7 8:48,E,已出货未退款,已提现
DD20170716015824874A9670BE5D4,E43A6E078A06874,4.5,4.5,王老吉（500ml）,2017/8/7 8:48,E,已出货未退款,已提现
DD20170715100151530B0B9680EB4,E43A6E078A04172,2,2,怡宝纯净水,2017/8/7 8:56,A,已出货未退款,已提现
DD201708167493871006828971153,E43A6E078A04134,2.5,2.5,13g无穷烤鸡小腿蜂蜜味,2017/8/7 8:56,B,已出货未退款,已提现
DD201708167493787554778945768,E43A6E078A04134,3,3,旺仔牛奶145ml,2017/8/7 8:56,B,已出货未退款,已提现
DD201708167493199067596798626,E43A6E078A06874,4.5,4.5,加多宝,2017/8/7 8:56,E,已出货未退款,已提现
DD201708167493659391552289377,E43A6E078A06874,4.5,4.5,椰树牌椰汁,2017/8/7 8:56,E,已出货未退款,已提现
DD201708182159063084B1E2808ED,E43A6E078A04228,4,4,东鹏特饮,2017/8/7 9:01,C,已出货未退款,已提现
DD20170818222040199D7831182C8,E43A6E078A04228,3.5,3.5,统一冰红茶,2017/8/7 9:03,C,已出货未退款,已提现
DD201708182221221196B0CBD234C,E43A6E078A04228,3,3,怡宝纯净水,2017/8/7 9:09,C,已出货未退款,已提现
DD201708167493940908742162568,E43A6E078A04134,3,3,统一冰红茶,2017/8/7 9:10,B,已出货未退款,已提现
DD201708167493816377938539022,E43A6E078A06874,2.5,2.5,70g乖媳妇野山泡椒凤爪,2017/8/7 9:10,E,已出货未退款,已提现
DD20170716175807169538AFEF438,E43A6E078A06874,4.5,4.5,脉动,2017/8/7 9:10,E,已出货未退款,已提现
DD201708182331171425715EB76E6,E43A6E078A04228,4.5,4.5,阿萨姆奶茶,2017/8/7 9:17,C,已出货未退款,已提现
DD2017082519592861582897ED3A2,E43A6E078A07631,2.5,2.5,伊利优酸乳,2017/8/7 9:20,D,已出货未退款,已提现
DD2017082116462557F14521C59BA,E43A6E078A06874,4,4,营养快线,2017/8/7 9:24,E,已出货未退款,已提现
DD2017081900010612EFE2EAF60B5,E43A6E078A04228,3,3,怡宝纯净水,2017/8/7 9:31,C,已出货未退款,已提现
DD2017081900034970D2842DCFE66,E43A6E078A04228,3,3,怡宝纯净水,2017/8/7 9:34,C,已出货未退款,已提现
DD2017081900040125C670E4D0177,E43A6E078A04228,3.5,3.5,雪碧最新款,2017/8/7 9:36,C,已出货未退款,已提现
DD201708167493667137022118806,E43A6E078A04172,1.8,1.8,32g卫龙亲嘴烧红烧牛肉味,2017/8/7 9:52,A,已出货未退款,已提现
DD20170816749335509388119334,E43A6E078A06874,8,8,68g多力多玉米片爆香热辣味,2017/8/7 9:52,E,已出货未退款,已提现
DD20170724030610406B2647A5040,E43A6E078A06874,4.5,4.5,营养快线,2017/8/7 9:52,E,已出货未退款,已提现
DD201708172242367778D5088F214,E43A6E078A06874,2.5,2.5,伊利优酸乳,2017/8/7 10:05,E,已出货未退款,已提现
DD20170819000409550C95D099700,E43A6E078A04228,5,5,营养快线,2017/8/7 10:09,C,已出货未退款,已提现
DD201708167493171056734346789,E43A6E078A04134,1,1,20g咪咪虾条马来西亚风味,2017/8/7 10:20,B,已出货未退款,已提现
DD20170816749384945273041487,E43A6E078A04134,3.5,3.5,250ml燕塘红枣牛奶,2017/8/7 10:20,B,已出货未退款,已提现
DD2017081674930189398871644811,E43A6E078A06874,6.5,6.5,148g富甲一方紫薯仔,2017/8/7 10:20,E,已出货未退款,已提现
DD201708167493111747321248968,E43A6E078A06874,1.5,1.5,40g双汇玉米热狗肠,2017/8/7 10:20,E,已出货未退款,已提现
DD201708167493264874545844264,E43A6E078A06874,5,5,85g统一老坛酸菜牛肉面,2017/8/7 10:20,E,已出货未退款,已提现
DD201707072341455205998E891B9,E43A6E078A06874,4.5,4.5,营养快线,2017/8/7 10:20,E,已出货未退款,已提现
DD2017081900050143421ED48AD9F,E43A6E078A04228,3.5,3.5,芬达330ml,2017/8/7 10:33,C,已出货未退款,已提现
DD2017081900280428B7D86FB0641,E43A6E078A04228,3,3,怡宝纯净水,2017/8/7 10:41,C,已出货未退款,已提现
DD2017081419045432F7A73488CD6,E43A6E078A07631,3,3,统一绿茶,2017/8/7 11:04,D,已出货未退款,已提现
DD20170809181709282920C0292C5,E43A6E078A04228,3,3,雪碧最新款,2017/8/7 11:10,C,已出货未退款,已提现
DD20170818215801569F13F89DED4,E43A6E078A04228,3,3,怡宝纯净水,2017/8/7 11:11,C,已出货未退款,已提现
DD20170814225121356D875AD33FD,E43A6E078A06874,3,3,可口可乐330ml,2017/8/7 11:21,E,已出货未退款,已提现
DD201708190028282602100B2C1B4,E43A6E078A04228,3,3,怡宝纯净水,2017/8/7 11:26,C,已出货未退款,已提现
DD201708167493818458171104338,E43A6E078A06874,2.5,2.5,70g乖媳妇野山泡椒凤爪,2017/8/7 11:32,E,已出货未退款,已提现
DD2017071623223642FB70AB3AB6D,E43A6E078A06874,4.5,4.5,脉动,2017/8/7 11:32,E,已出货未退款,已提现
DD2017082722284435939BBA5D0B5,E43A6E078A04228,4,4,果粒橙,2017/8/7 11:33,C,已出货未退款,已提现
DD2017080522092479217728A5E44,E43A6E078A04228,5,5,王老吉（500ml）,2017/8/7 11:38,C,已出货未退款,已提现
DD20170819005341795DCCF4AF7EF,E43A6E078A04228,3.5,3.5,王老吉（罐）,2017/8/7 11:58,C,已出货未退款,已提现
DD201708221451002617820DD02B0,E43A6E078A06874,1,1,香豆干,2017/8/7 11:59,E,已出货未退款,已提现
DD201708167493320446112061174,E43A6E078A06874,1.8,1.8,600ml雪碧,2017/8/7 12:00,E,已出货未退款,已提现
DD20170711173405328F53EA73360,E43A6E078A06874,4.5,4.5,脉动,2017/8/7 12:00,E,已出货未退款,已提现
DD2017081900541263D94B8F53F5D,E43A6E078A04228,3,3,雪碧最新款,2017/8/7 12:05,C,已出货未退款,已提现
DD201708167493301392711040464,E43A6E078A06874,3.5,3.5,600ml可口可乐,2017/8/7 12:06,E,已出货未退款,已提现
DD20170721152212163A951D17A7F,E43A6E078A06874,4,4,王老吉（罐）,2017/8/7 12:06,E,已出货未退款,已提现
DD20170806130131768772321E4E0,E43A6E078A04172,10,10,口味王槟榔（绿）,2017/8/7 12:07,A,已出货未退款,已提现
DD20170819011143904D36AE504F3,E43A6E078A04228,3,3,芬达330ml,2017/8/7 12:21,C,已出货未退款,已提现
DD201708167493399891041751246,E43A6E078A04134,2.5,2.5,10g卫龙亲嘴烧香辣味,2017/8/7 12:23,B,已出货未退款,已提现
DD201708167493828275451126233,E43A6E078A04134,2.5,2.5,70g乖媳妇野山泡椒凤爪,2017/8/7 12:23,B,已出货未退款,已提现
DD20170816749383140832243432,E43A6E078A04228,2.5,2.5,70g乖媳妇野山泡椒凤爪,2017/8/7 12:23,C,已出货未退款,已提现
DD2017071222473593F4969808079,E43A6E078A04228,1,1,香豆干,2017/8/7 12:23,C,已出货未退款,已提现
DD20170815213323741CF7FF6C00E,E43A6E078A07631,10,10,口味王槟榔（绿）,2017/8/7 12:25,D,已出货未退款,已提现
DD2017081902573922C9AA6C0C72E,E43A6E078A04228,3.5,3.5,统一冰红茶,2017/8/7 12:27,C,已出货未退款,已提现
DD201708252035011880F46EE329D,E43A6E078A06874,4,4,银鹭八宝粥,2017/8/7 12:29,E,已出货未退款,已提现
DD20170819031749401C57DB04A08,E43A6E078A04228,3,3,怡宝纯净水,2017/8/7 12:31,C,已出货未退款,已提现
DD201708190332013746C83DB72FB,E43A6E078A04228,3.5,3.5,芬达330ml,2017/8/7 12:32,C,已出货未退款,已提现
DD2017081903514581D8DD3B0791B,E43A6E078A04228,4,4,统一冰红茶,2017/8/7 12:36,C,已出货未退款,已提现
DD2017071223223053BB1229ECEE6,E43A6E078A04134,1,1,香豆干,2017/8/7 12:37,B,已出货未退款,已提现
DD20170816749389414940608895,E43A6E078A06874,5.5,5.5,103g康师傅红烧牛肉面,2017/8/7 12:37,E,已出货未退款,已提现
DD201708171719257807E618F5196,E43A6E078A07631,3,3,卫龙大面筋,2017/8/7 12:39,D,已出货未退款,已提现
DD2017081904014276C9B174AF357,E43A6E078A04228,4,4,统一冰红茶,2017/8/7 12:46,C,已出货未退款,已提现
DD2017080920312714DE37199BFD1,E43A6E078A06874,1,1,香豆干,2017/8/7 12:48,E,已出货未退款,已提现
DD2017081904124568D7CB6BD1E9A,E43A6E078A04228,3.5,3.5,雪碧最新款,2017/8/7 12:51,C,已出货未退款,已提现
DD20170812170511340C94CF0F85F,E43A6E078A04134,3,3,怡宝纯净水,2017/8/7 12:53,B,已出货未退款,已提现
DD201708190437407888C54796683,E43A6E078A06874,3,3,统一冰红茶,2017/8/7 12:56,E,已出货未退款,已提现
DD2017081719591450EBD16A48190,E43A6E078A04134,4.5,4.5,阿萨姆奶茶,2017/8/7 13:05,B,已出货未退款,已提现
DD20170815155010816DD71E15C85,E43A6E078A04134,3,3,怡宝纯净水,2017/8/7 13:14,B,已出货未退款,已提现
DD2017081674930782912292940413,E43A6E078A04134,9,9,13g无穷烤鸡小腿蜂蜜味,2017/8/7 13:26,B,已出货未退款,已提现
DD20170622180956106106EDA3454,E43A6E078A04134,4,4,营养快线,2017/8/7 13:26,B,已出货未退款,已提现
DD201708167493478691661071273,E43A6E078A06874,10.8,10.8,32g卫龙亲嘴烧,2017/8/7 13:26,E,已出货未退款,已提现
DD2017082418124466B09D7C7253A,E43A6E078A04228,2,2,鸭翅,2017/8/7 13:49,C,已出货未退款,已提现
DD20170829173202944CAF05A02E7,E43A6E078A07631,4,4,阿萨姆奶茶,2017/8/7 14:12,D,已出货未退款,已提现
DD20170826230916105E2749C9BE4,E43A6E078A06874,3,3,可口可乐330ml,2017/8/7 14:20,E,已出货未退款,已提现
DD2017080920302299AAF936FC26E,E43A6E078A06874,1.5,1.5,鸭翅,2017/8/7 14:24,E,已出货未退款,已提现
DD2017081904533710C1DF60E187E,E43A6E078A06874,3,3,可口可乐330ml,2017/8/7 14:31,E,已出货未退款,已提现
DD2017081621550747A5CB459A261,E43A6E078A04134,3,3,怡宝纯净水,2017/8/7 14:46,B,已出货未退款,已提现
DD201708252146148701C17773565,E43A6E078A04172,2.5,2.5,雪碧最新款,2017/8/7 14:50,A,已出货未退款,已提现
DD20170814202614176A8CC942613,E43A6E078A07631,3.5,3.5,东鹏特饮,2017/8/7 15:02,D,已出货未退款,已提现
DD2017081905200528A364C2984E0,E43A6E078A04228,3,3,伊利优酸乳,2017/8/7 15:05,C,已出货未退款,已提现
DD2017081907213444F7D1587B852,E43A6E078A06874,3,3,统一冰红茶,2017/8/7 15:06,E,已出货未退款,已提现
DD201708130838085881BCEAC128A,E43A6E078A04228,5,5,脉动,2017/8/7 15:21,C,已出货未退款,已提现
DD2017081114565578E77E99B313C,E43A6E078A04134,4.5,4.5,脉动,2017/8/7 15:22,B,已出货未退款,已提现
DD201707130542583321B9AD6012E,E43A6E078A07631,3,3,统一绿茶,2017/8/7 15:26,D,已出货未退款,已提现
DD201708167493417895435368689,E43A6E078A06874,4.2,4.2,10g卫龙亲嘴烧香辣味,2017/8/7 15:26,E,已出货未退款,已提现
DD2017081910432446151E552E4FB,E43A6E078A04228,3.5,3.5,可口可乐330ml,2017/8/7 15:31,C,已出货未退款,已提现
DD20170819112019435584292A4AF,E43A6E078A04228,4,4,王老吉（罐）,2017/8/7 15:32,C,已出货未退款,已提现
DD2017081911205874C51E35F4909,E43A6E078A04228,4,4,王老吉（罐）,2017/8/7 15:42,C,已出货未退款,已提现
DD2017081911523078D0E4ABAF2B0,E43A6E078A06874,3,3,统一冰红茶,2017/8/7 15:51,E,已出货未退款,已提现
DD2017081911563255C835DAFD9E3,E43A6E078A04228,4,4,王老吉（罐）,2017/8/7 15:54,C,已出货未退款,已提现
DD20170819115705478DDB2263845,E43A6E078A04228,5,5,王老吉（500ml）,2017/8/7 16:04,C,已出货未退款,已提现
DD20170826091651935A606DAEA97,E43A6E078A04228,3.5,3.5,芬达330ml,2017/8/7 16:07,C,已出货未退款,已提现
DD201708167493289569248356936,E43A6E078A06874,4.5,4.5,500ml加多宝,2017/8/7 16:09,E,已出货未退款,已提现
DD2017070810251998348A5DB6960,E43A6E078A06874,3.5,3.5,冰糖雪梨,2017/8/7 16:09,E,已出货未退款,已提现
DD201708191159006825D1D28DA43,E43A6E078A04228,5,5,王老吉（500ml）,2017/8/7 16:15,C,已出货未退款,已提现
DD20170820182900841778ACB7DE9,E43A6E078A07631,3,3,果粒橙,2017/8/7 16:19,D,已出货未退款,已提现
DD2017082408091753BCD866BED45,E43A6E078A04228,3,3,怡宝纯净水,2017/8/7 16:24,C,已出货未退款,已提现
DD2017081912112831BB9896879D4,E43A6E078A04228,4,4,王老吉（罐）,2017/8/7 16:26,C,已出货未退款,已提现
DD20170819122412198883003B1FB,E43A6E078A06874,2,2,怡宝纯净水,2017/8/7 16:30,E,已出货未退款,已提现
DD201708167493297799869924106,E43A6E078A04134,4.5,4.5,68g好丽友巧克力派2枚,2017/8/7 16:31,B,已出货未退款,已提现
DD2017071307415486BDB72574298,E43A6E078A04134,1,1,香豆干,2017/8/7 16:31,B,已出货未退款,已提现
DD20170819130631645B661A8B6AE,E43A6E078A04228,3.5,3.5,芬达330ml,2017/8/7 16:35,C,已出货未退款,已提现
DD2017071307434794ED331086BFD,E43A6E078A04134,2,2,怡宝纯净水,2017/8/7 16:36,B,已出货未退款,已提现
DD201708167493403800554144738,E43A6E078A06874,2.5,2.5,13g无穷烤鸡小腿蜂蜜味,2017/8/7 16:36,E,已出货未退款,已提现
DD201708167493315174052376423,E43A6E078A06874,5.5,5.5,86g合味道海鲜风味,2017/8/7 16:38,E,已出货未退款,已提现
DD20170707162429566AE83698FD0,E43A6E078A06874,4.5,4.5,脉动,2017/8/7 16:38,E,已出货未退款,已提现
DD201708191309585996345B671E6,E43A6E078A04228,3.5,3.5,果粒橙,2017/8/7 16:42,C,已出货未退款,已提现
DD20170819131214639C3CC1A2BDB,E43A6E078A04228,3.5,3.5,可口可乐330ml,2017/8/7 16:49,C,已出货未退款,已提现
DD2017071801370078AFA196D2BE4,E43A6E078A07631,4,4,营养快线,2017/8/7 16:53,D,已出货未退款,已提现
DD201708167493909983177145731,E43A6E078A06874,5,5,48g好丽友薯愿香烤原味,2017/8/7 16:53,E,已出货未退款,已提现
DD20170804210518131B701BB4496,E43A6E078A04134,4,4,果粒橙,2017/8/7 17:01,B,已出货未退款,已提现
DD20170809104629407E8989BC180,E43A6E078A04134,3.5,3.5,果粒橙,2017/8/7 17:09,B,已出货未退款,已提现
DD2017081913121541C97398DEEAA,E43A6E078A04228,3.5,3.5,可口可乐330ml,2017/8/7 17:13,C,已出货未退款,已提现
DD2017082823001138DBD347703CC,E43A6E078A07631,2,2,鸭翅,2017/8/7 17:15,D,已出货未退款,已提现
DD201708191312527314E857FC0B9,E43A6E078A04228,4,4,果粒橙,2017/8/7 17:42,C,已出货未退款,已提现
DD201708167493335627261097835,E43A6E078A06874,6,6,13g无穷烤鸡小腿蜂蜜味,2017/8/7 17:46,E,已出货未退款,已提现
DD2017072517480018AFCF8BA4638,E43A6E078A06874,4,4,统一冰红茶,2017/8/7 17:46,E,已出货未退款,已提现
DD20170825204903936DF8AF80063,E43A6E078A06874,4,4,银鹭八宝粥,2017/8/7 17:50,E,已出货未退款,已提现
DD20170811211940695B8CB3D4113,E43A6E078A04134,3.5,3.5,统一冰红茶,2017/8/7 17:58,B,已出货未退款,已提现
DD201708167493235951180041314,E43A6E078A04134,2.4,2.4,20g咪咪虾条马来西亚风味,2017/8/7 18:07,B,已出货未退款,已提现
DD201707061830507557ADE7D84A4,E43A6E078A06874,2,2,鸭翅,2017/8/7 18:07,E,已出货未退款,已提现
DD201708167493240863015235773,E43A6E078A04134,3.5,3.5,250ml维他柠檬茶,2017/8/7 18:12,B,已出货未退款,已提现
DD201708167493937677687183408,E43A6E078A06874,0.8,0.8,咪咪虾条马来西亚风味,2017/8/7 18:12,E,已出货未退款,已提现
DD201707082248399861996EAC621,E43A6E078A06874,4.5,4.5,银鹭八宝粥,2017/8/7 18:12,E,已出货未退款,已提现
DD2017081913211476998FD86E42A,E43A6E078A04228,4.5,4.5,乐虎,2017/8/7 18:40,C,已出货未退款,已提现
DD2017081516020183A6A05EC52B9,E43A6E078A04134,5,5,阿萨姆奶茶,2017/8/7 18:43,B,已出货未退款,已提现
DD2017082213402283D7E67368B92,E43A6E078A07631,3,3,统一冰红茶,2017/8/7 18:51,D,已出货未退款,已提现
